assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,firstGoals,giveaways,giveawaysPer60,hits,hitsPer60,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,shotAttemptsBlocked,takeaways,takeawaysPer60,totalShotAttempts
26,27,48,0.29166,5,82,31,Moore,0,28,8479675,11,57,0.69512,L,2,7,20232024,2,2,0.12704,L,244,Trevor Moore,LAK,1078.7926,58,2.36,1.0,2,3.0,5,25,1.01,92,3.74,4,,6,7,4,101,122,74,39,1.58,440
3,4,7,0.5,0,36,6,Barré-Boulet,0,10,8479718,-9,9,0.25,C,2,2,20232024,0,0,0.13043,L,46,Alex Barré-Boulet,TBL,671.3333,8,1.19,0.0,0,0.0,1,9,1.34,26,3.87,0,,0,2,0,22,24,11,14,2.08,81
1,2,3,0.61764,1,30,2,MacEwen,0,57,8479772,-4,3,0.1,R,0,0,20232024,0,0,0.11764,R,17,Zack MacEwen,OTT,383.9666,7,2.18,0.0,0,0.0,0,6,1.87,55,17.18,1,,0,1,1,8,11,8,7,2.18,36
16,10,26,0.48459,1,71,10,Danforth,0,26,8479941,-10,26,0.36619,R,0,0,20232024,0,0,0.11627,R,86,Justin Danforth,CBJ,856.4225,46,2.72,1.0,1,2.0,3,12,0.71,109,6.45,0,,1,5,2,48,56,32,27,1.59,174
0,0,0,,0,3,0,Aston-Reese,0,2,8479944,0,0,0.0,L,0,0,20232024,0,0,0.0,L,1,Zach Aston-Reese,DET,309.3333,0,0.0,,0,,0,0,0.0,3,11.63,0,,0,0,0,0,0,0,0,0.0,1
4,5,9,0.49397,1,46,5,Lettieri,0,24,8479968,-7,9,0.19565,C,0,0,20232024,0,0,0.10638,R,47,Vinni Lettieri,MIN,575.1521,27,3.67,0.0,0,0.0,0,7,0.95,53,7.21,0,,3,0,0,22,25,17,6,0.81,89
2,1,3,0.875,0,20,1,Shaw,0,34,8479972,0,3,0.15,C,0,0,20232024,0,0,0.04761,L,21,Mason Shaw,MIN,491.1,6,2.19,0.0,0,0.0,1,1,0.36,29,10.62,0,,0,1,0,8,9,9,3,1.09,39
15,2,13,,0,68,2,Välimäki,0,12,8479976,12,17,0.25,D,0,4,20232024,0,0,0.02898,L,69,Juuso Välimäki,ARI,1145.6323,90,4.15,0.0,0,0.0,0,26,1.2,69,3.18,0,,1,3,3,43,50,45,13,0.6,164
8,6,10,0.35514,2,59,8,Yamamoto,0,18,8479977,-9,16,0.27118,R,2,6,20232024,0,0,0.13114,R,61,Kailer Yamamoto,SEA,719.4915,18,1.52,0.0,0,0.0,4,6,0.5,31,2.62,1,,0,1,1,23,26,21,25,2.12,108
10,2,12,,1,73,2,Hague,0,43,8479980,-5,12,0.16438,D,0,0,20232024,0,0,0.01904,L,105,Nicolas Hague,VGK,1113.1506,111,4.91,2.0,0,2.0,0,23,1.01,153,6.77,0,,0,5,1,34,40,97,13,0.57,242
2,2,4,,0,39,2,Gadjovich,0,104,8479981,0,4,0.10256,L,0,0,20232024,0,0,0.06896,L,29,Jonah Gadjovich,FLA,445.8717,14,2.89,0.0,0,0.0,0,9,1.86,82,16.97,0,,0,0,0,10,10,16,1,0.2,55
9,1,8,,0,25,1,Timmins,0,18,8479982,9,10,0.4,D,0,2,20232024,0,0,0.04,R,25,Conor Timmins,TOR,961.28,28,4.19,0.0,0,0.0,0,18,2.69,34,5.09,0,,0,1,2,10,13,28,11,1.64,66
18,3,21,,0,78,3,Ferraro,0,36,8479983,-38,21,0.26923,D,0,0,20232024,0,0,0.02419,L,124,Mario Ferraro,SJS,1372.1666,195,6.55,0.0,0,0.0,1,30,1.0,124,4.17,0,,0,1,1,43,45,101,24,0.8,270
1,0,1,,0,4,0,Foote,0,16,8479984,3,1,0.25,D,0,0,20232024,0,0,,R,0,Cal Foote,NJD,886.0,9,9.14,0.0,0,0.0,0,0,0.0,3,3.04,0,,0,0,0,0,0,1,0,0.0,1
0,0,0,,0,1,0,Fleury,0,0,8479985,1,0,0.0,D,0,0,20232024,0,0,0.0,R,1,Cale Fleury,SEA,810.0,0,0.0,,0,,0,0,0.0,3,13.33,0,,0,0,0,0,0,0,0,0.0,1
0,0,0,0.0,0,1,0,Lind,0,0,8479986,0,0,0.0,R,0,0,20232024,0,0,,R,0,Kole Lind,SEA,359.0,0,0.0,,0,,0,0,0.0,2,20.05,0,,0,0,0,0,0,0,0,0.0,0
22,13,27,0.4409,1,76,17,Geekie,0,28,8479987,6,39,0.51315,C,4,12,20232024,0,0,0.13076,R,130,Morgan Geekie,BOS,924.5394,50,2.56,0.0,0,0.0,4,30,1.53,137,7.01,0,,1,2,1,37,41,40,31,1.58,211
0,0,0,,0,1,0,Leschyshyn,0,0,8479991,-1,0,0.0,C,0,0,20232024,0,0,,L,0,Jake Leschyshyn,NYR,388.0,1,9.27,,0,,0,0,0.0,0,0.0,0,,0,0,0,0,0,0,0,0.0,0
20,12,29,0.48333,3,75,13,Rasmussen,0,47,8479992,8,33,0.44,C,0,0,20232024,1,4,0.12871,L,101,Michael Rasmussen,DET,911.4533,76,4.0,3.0,2,5.0,0,13,0.68,124,6.53,1,,6,5,1,34,47,37,18,0.94,185
3,0,3,0.41666,0,31,1,Anderson-Dolan,0,6,8479994,-5,4,0.12903,C,0,0,20232024,1,1,0.03225,L,31,Jaret Anderson-Dolan,"LAK,NSH",663.0,22,3.85,0.0,0,0.0,0,8,1.4,56,9.8,0,,1,0,0,10,11,14,2,0.35,56
7,6,12,0.46082,1,41,6,Glass,0,20,8479996,-9,13,0.31707,C,0,1,20232024,0,0,0.07317,R,82,Cody Glass,NSH,805.9268,20,2.17,0.0,1,1.0,1,18,1.96,31,3.37,1,,1,0,0,22,24,27,15,1.63,133
16,2,17,,0,74,2,Anderson,0,18,8479998,22,18,0.24324,D,0,0,20232024,0,1,0.02247,L,89,Mikey Anderson,LAK,1237.8783,129,5.06,2.0,0,2.0,0,27,1.06,128,5.03,1,,0,0,2,40,43,74,14,0.55,206
39,15,48,0.47064,1,80,18,Mittelstadt,0,32,8479999,10,57,0.7125,C,3,9,20232024,0,0,0.14173,L,127,Casey Mittelstadt,"BUF,COL",1063.775,31,1.31,3.0,2,5.0,4,42,1.77,25,1.05,0,,2,5,0,38,45,67,45,1.9,239
13,1,13,,0,68,1,Vaakanainen,0,26,8480001,0,14,0.20588,D,0,0,20232024,0,1,0.01492,L,67,Urho Vaakanainen,ANA,1048.5588,79,3.98,0.0,0,0.0,0,31,1.56,55,2.77,2,,3,2,1,20,28,55,13,0.65,150
40,20,49,0.56596,4,71,27,Hischier,0,12,8480002,-5,67,0.94366,C,6,17,20232024,1,1,0.14835,L,182,Nico Hischier,NJD,1168.9295,42,1.82,1.0,2,3.0,4,28,1.21,44,1.9,2,,3,6,1,65,77,69,55,2.38,328
8,6,14,0.35664,1,47,6,Boqvist,1,8,8480003,12,14,0.29787,C,0,0,20232024,0,0,0.11764,L,51,Jesper Boqvist,BOS,669.0,15,1.71,0.0,0,0.0,2,11,1.25,71,8.12,1,,0,0,0,8,9,15,14,1.6,75
2,1,3,0.0,0,20,1,Rondbjerg,0,0,8480007,2,3,0.15,R,0,0,20232024,0,0,0.04,L,25,Jonas Rondbjerg,VGK,676.6,10,2.66,0.0,1,1.0,0,2,0.53,7,1.86,0,,0,0,0,4,4,11,10,2.66,40
6,3,5,0.46994,1,42,3,Ruzicka,0,12,8480008,-9,9,0.21428,C,0,4,20232024,0,0,0.08571,L,35,Adam Ruzicka,"CGY,ARI",601.619,16,2.27,0.0,0,0.0,1,11,1.56,11,1.56,2,,1,1,1,12,17,22,6,0.85,74
25,15,31,0.34285,3,81,16,Tolvanen,0,24,8480009,-15,41,0.50617,R,1,10,20232024,0,0,0.10457,L,153,Eeli Tolvanen,SEA,938.5308,75,3.55,0.0,2,2.0,4,24,1.13,210,9.94,1,,6,5,3,60,75,102,33,1.56,330
6,8,13,0.4,0,52,8,Kostin,0,53,8480011,-12,14,0.26923,C,0,1,20232024,0,0,0.18604,L,43,Klim Kostin,"DET,SJS",654.5576,16,1.69,0.0,0,0.0,2,15,1.58,108,11.42,0,,2,0,2,20,24,21,9,0.95,88
55,21,56,0.50813,10,82,34,Pettersson,2,12,8480012,20,89,1.08536,C,13,31,20232024,0,2,0.16425,L,207,Elias Pettersson,VAN,1179.0243,68,2.53,0.0,4,4.0,4,30,1.11,125,4.65,1,,7,6,11,69,94,101,50,1.86,402
14,13,22,0.45762,5,47,22,Vilardi,0,14,8480014,11,36,0.76595,C,9,14,20232024,0,0,0.18803,R,117,Gabriel Vilardi,WPG,1020.4468,24,1.8,1.0,1,2.0,3,13,0.97,14,1.05,0,,0,6,3,31,40,23,21,1.57,180
25,23,45,0.42222,4,78,28,Tippett,1,12,8480015,-5,53,0.67948,R,5,8,20232024,0,0,0.09688,R,289,Owen Tippett,PHI,995.1666,47,2.17,0.0,2,2.0,4,25,1.15,148,6.86,3,,6,7,8,89,113,142,33,1.53,544
44,21,46,0.52555,1,82,33,Suzuki,1,36,8480018,-14,77,0.93902,C,12,31,20232024,0,0,0.17837,R,185,Nick Suzuki,MTL,1275.8414,48,1.65,1.0,1,2.0,4,63,2.16,69,2.37,5,,6,5,5,60,81,58,41,1.41,324
0,1,1,0.39869,0,22,1,Studnicka,0,6,8480021,-12,1,0.04545,C,0,0,20232024,0,0,0.05,R,20,Jack Studnicka,"VAN,SJS",687.0909,11,2.61,,0,,0,8,1.9,36,8.57,0,,0,2,0,15,17,5,7,1.66,42
60,17,56,0.53123,3,82,26,Thomas,0,48,8480023,9,86,1.04878,C,8,27,20232024,1,3,0.15294,R,170,Robert Thomas,STL,1257.9878,47,1.64,4.0,1,5.0,5,54,1.88,16,0.55,2,,3,5,1,62,73,83,70,2.44,326
6,5,11,0.43765,1,67,5,Entwistle,0,47,8480025,-29,11,0.16417,R,0,0,20232024,0,0,0.07575,R,66,MacKenzie Entwistle,CHI,683.2238,32,2.51,0.0,0,0.0,1,12,0.94,139,10.93,0,,2,4,1,23,30,31,29,2.28,127
51,20,52,,4,82,29,Robertson,0,22,8480027,19,80,0.9756,L,9,28,20232024,0,0,0.12554,L,231,Jason Robertson,DAL,1099.4878,31,1.23,1.0,2,3.0,3,45,1.79,77,3.07,1,,4,11,3,84,103,143,60,2.39,477
28,10,30,0.49453,1,71,13,Frost,0,22,8480028,4,41,0.57746,C,3,11,20232024,0,0,0.09629,L,135,Morgan Frost,PHI,949.6197,55,2.93,0.0,0,0.0,1,29,1.54,57,3.04,1,,2,1,0,50,54,70,24,1.28,259
1,0,1,,0,1,0,Comtois,0,0,8480031,0,1,1.0,L,0,0,20232024,0,0,0.0,L,1,Maxime Comtois,CAR,784.0,0,0.0,0.0,0,0.0,0,1,4.59,0,0.0,0,,0,0,0,2,2,2,0,0.0,5
0,0,0,0.31818,0,8,0,Bowers,0,0,8480032,1,0,0.0,C,0,0,20232024,0,0,0.0,L,7,Shane Bowers,NJD,567.375,3,2.37,,0,,0,0,0.0,3,2.37,0,,0,0,0,1,1,4,0,0.0,12
17,3,19,,1,74,3,Jokiharju,1,24,8480035,14,20,0.27027,D,0,0,20232024,0,1,0.03571,R,84,Henri Jokiharju,BUF,1138.7972,106,4.52,2.0,0,2.0,1,29,1.23,92,3.93,1,,1,5,0,29,36,77,18,0.76,197
45,7,33,,2,71,9,Heiskanen,0,36,8480036,8,54,0.76056,D,2,21,20232024,0,0,0.05555,L,162,Miro Heiskanen,DAL,1472.4225,97,3.34,0.0,1,1.0,0,36,1.23,55,1.89,1,,4,8,3,61,77,162,33,1.13,401
29,16,40,0.34057,3,77,24,Necas,2,42,8480039,-9,53,0.68831,C,8,13,20232024,0,0,0.10389,R,231,Martin Necas,CAR,1041.3766,31,1.39,1.0,0,1.0,5,52,2.33,77,3.45,1,,8,8,2,73,92,115,23,1.03,438
20,3,15,,1,55,3,Liljegren,0,16,8480043,3,23,0.41818,D,0,7,20232024,0,1,0.04838,R,62,Timothy Liljegren,TOR,1179.8,116,6.43,0.0,0,0.0,0,40,2.21,92,5.1,0,,3,3,1,27,34,64,10,0.55,160
17,1,16,,0,78,1,Samberg,0,43,8480049,16,18,0.23076,D,0,1,20232024,0,1,0.01298,L,77,Dylan Samberg,WPG,937.5384,111,5.46,1.0,0,1.0,1,36,1.77,65,3.19,0,,4,3,1,25,33,72,27,1.32,182
9,2,11,,1,52,2,Joseph,0,14,8480058,-3,11,0.21153,D,0,0,20232024,0,0,0.04761,L,42,Pierre-Olivier Joseph,PIT,905.0769,44,3.36,0.0,0,0.0,0,20,1.52,47,3.59,0,,0,1,2,18,21,49,22,1.68,112
14,11,17,0.52146,3,50,16,Norris,0,22,8480064,-6,30,0.6,C,5,12,20232024,0,1,0.13913,L,115,Josh Norris,OTT,1058.24,30,2.04,0.0,0,0.0,3,27,1.83,86,5.85,2,,3,2,3,29,39,54,22,1.49,208
17,7,22,0.49147,1,77,11,Poehling,0,6,8480068,-11,28,0.36363,C,1,2,20232024,3,4,0.09909,L,111,Ryan Poehling,PHI,899.7402,101,5.24,2.0,0,2.0,2,11,0.57,62,3.22,1,,4,1,2,34,42,37,23,1.19,190
69,13,47,,1,77,21,Makar,0,16,8480069,15,90,1.16883,D,7,39,20232024,1,4,0.0909,R,231,Cale Makar,COL,1486.1818,148,4.65,1.0,0,1.0,2,42,1.32,37,1.16,2,,6,8,1,104,121,187,70,2.2,539
2,0,2,,0,13,0,Mitchell,0,10,8480070,6,2,0.15384,D,0,0,20232024,0,0,0.0,R,11,Ian Mitchell,BOS,918.4615,13,3.91,0.0,0,0.0,0,1,0.3,3,0.9,0,,0,0,0,2,2,8,0,0.0,21
17,3,19,,0,76,3,Brannstrom,0,36,8480073,5,20,0.26315,D,0,0,20232024,0,1,0.03896,L,77,Erik Brannstrom,OTT,995.4605,111,5.28,1.0,1,2.0,0,52,2.47,46,2.18,1,,0,1,1,26,29,69,22,1.04,175
18,10,26,0.31578,1,78,12,Texier,0,38,8480074,-5,30,0.38461,L,0,2,20232024,2,2,0.11009,L,109,Alexandre Texier,CBJ,910.8461,36,1.82,3.0,1,4.0,2,16,0.81,57,2.88,0,,4,5,0,39,48,78,21,1.06,235
0,0,0,,0,1,0,Crotty,0,0,8480075,-1,0,0.0,D,0,0,20232024,0,0,,R,0,Cameron Crotty,ARI,603.0,2,11.94,,0,,0,0,0.0,4,23.88,0,,0,0,1,1,2,2,0,0.0,4
6,0,5,0.43283,0,10,0,Chytil,0,4,8480078,0,6,0.6,C,0,1,20232024,0,0,0.0,L,22,Filip Chytil,NYR,955.8,4,1.5,0.0,0,0.0,0,2,0.75,4,1.5,0,,1,0,0,10,11,7,3,1.12,40
5,2,7,,1,34,2,DeSimone,0,4,8480084,3,7,0.20588,D,0,0,20232024,0,0,0.07142,R,28,Nick DeSimone,"CGY,NJD",808.8529,42,5.49,0.0,0,0.0,1,13,1.7,29,3.79,0,,0,0,0,10,10,31,3,0.39,69
16,9,21,0.32,2,82,11,Iafallo,0,6,8480113,14,27,0.32926,L,2,5,20232024,0,1,0.09166,L,120,Alex Iafallo,WPG,918.8048,67,3.2,3.0,0,3.0,2,20,0.95,43,2.05,1,,3,7,1,63,75,54,28,1.33,249
11,8,19,0.50867,1,78,8,Kampf,0,18,8480144,-4,19,0.24358,C,0,0,20232024,0,0,0.10126,L,79,David Kampf,TOR,809.2179,29,1.65,2.0,1,3.0,1,16,0.91,84,4.79,1,,0,2,1,19,23,33,26,1.48,135
28,4,25,,1,82,5,Pionk,0,63,8480145,9,33,0.40243,D,1,8,20232024,0,0,0.03424,R,146,Neal Pionk,WPG,1249.7317,118,4.14,1.0,0,1.0,2,55,1.93,221,7.76,0,,4,6,1,55,66,95,34,1.19,307
1,0,1,,0,6,0,Rosen,0,2,8480157,-1,1,0.16666,D,0,0,20232024,0,0,0.0,L,5,Calle Rosen,STL,759.8333,7,5.52,0.0,0,0.0,0,6,4.73,2,1.57,0,,0,0,0,3,3,3,0,0.0,11
14,5,17,,1,69,5,Rutta,0,38,8480172,-21,19,0.27536,D,0,0,20232024,0,2,0.07246,R,69,Jan Rutta,SJS,1183.2318,110,4.85,0.0,2,2.0,0,16,0.7,69,3.04,0,,0,2,0,32,34,99,14,0.61,202
7,3,10,,0,46,3,Lindström,0,24,8480184,12,10,0.21739,D,0,0,20232024,0,0,0.10344,R,29,Gustav Lindström,"MTL,ANA",924.0,63,5.33,0.0,1,1.0,0,16,1.35,63,5.33,0,,0,0,0,16,16,28,7,0.59,73
15,10,24,0.53631,2,82,12,Luostarinen,0,26,8480185,1,27,0.32926,C,2,2,20232024,0,1,0.10084,L,119,Eetu Luostarinen,FLA,956.1951,56,2.57,2.0,2,4.0,2,28,1.28,129,5.92,0,,3,7,3,52,65,52,51,2.34,236
20,17,27,0.32941,0,82,24,Zetterlund,0,33,8480188,-34,44,0.53658,L,6,16,20232024,1,1,0.11764,R,204,Fabian Zetterlund,SJS,1131.3658,71,2.75,0.0,0,0.0,6,32,1.24,120,4.65,1,,2,12,0,94,109,114,43,1.66,427
7,6,13,,0,62,6,Kovacevic,0,42,8480192,11,13,0.20967,D,0,0,20232024,0,0,0.13043,R,46,Johnathan Kovacevic,MTL,991.0967,83,4.86,0.0,0,0.0,0,50,2.92,74,4.33,0,,0,3,2,27,32,72,9,0.52,150
7,1,8,,0,36,1,Bryson,0,8,8480196,5,8,0.22222,D,0,0,20232024,0,0,0.06666,L,15,Jacob Bryson,BUF,880.6111,40,4.54,0.0,0,0.0,0,7,0.79,17,1.93,0,,0,1,1,5,7,12,4,0.45,34
8,4,11,0.375,1,56,8,Bemstrom,0,12,8480205,-5,16,0.28571,C,4,5,20232024,0,0,0.09638,R,83,Emil Bemstrom,"CBJ,PIT",668.4107,34,3.27,0.0,0,0.0,1,13,1.25,36,3.46,1,,0,9,4,27,41,33,10,0.96,157
38,21,44,0.4086,4,82,28,Batherson,1,42,8480208,-9,66,0.80487,R,7,22,20232024,0,0,0.14285,R,196,Drake Batherson,OTT,1090.4024,33,1.32,2.0,0,2.0,3,40,1.61,98,3.94,3,,5,7,4,80,99,96,46,1.85,391
0,0,0,0.3125,0,6,0,Peterson,0,2,8480216,-3,0,0.0,C,0,0,20232024,0,0,0.0,L,3,Jacob Peterson,SJS,795.0,5,3.77,,0,,0,0,0.0,6,4.52,0,,0,0,0,2,2,0,0,0.0,5
12,6,16,0.44545,1,59,6,Cates,0,0,8480220,-8,18,0.30508,L,0,0,20232024,0,2,0.07692,L,78,Noah Cates,PHI,827.8305,35,2.57,0.0,1,1.0,1,5,0.36,52,3.83,1,,0,3,0,31,35,44,33,2.43,157
7,2,7,,0,58,2,Aho,0,12,8480222,-7,9,0.15517,D,0,2,20232024,0,0,0.04166,L,48,Sebastian Aho,NYI,983.4827,72,4.54,0.0,0,0.0,1,14,0.88,42,2.65,0,,0,2,0,27,29,47,7,0.44,124
0,0,0,,0,2,0,Studenic,0,2,8480226,-1,0,0.0,R,0,0,20232024,0,0,0.0,L,1,Marián Studenic,SEA,486.5,0,0.0,,0,,0,0,0.0,4,14.79,0,,0,0,0,1,1,0,0,0.0,2
4,1,5,0.4,0,18,1,Lycksell,0,6,8480245,0,5,0.27777,R,0,0,20232024,0,0,0.03448,L,29,Olle Lycksell,PHI,596.7777,4,1.34,0.0,0,0.0,0,3,1.0,4,1.34,0,,1,2,0,7,10,6,1,0.33,45
22,2,24,,1,77,2,Perbix,1,10,8480246,8,24,0.31168,D,0,0,20232024,0,0,0.03508,R,57,Nick Perbix,TBL,1024.8961,114,5.2,1.0,1,2.0,0,26,1.18,80,3.64,1,,0,1,0,28,30,63,29,1.32,150
4,2,5,0.5,0,27,4,Guttman,0,7,8480252,-17,8,0.29629,C,2,3,20232024,0,0,0.08,R,50,Cole Guttman,CHI,757.1851,14,2.46,0.0,0,0.0,1,10,1.76,11,1.93,1,,0,1,0,14,16,19,14,2.46,85
0,0,0,0.0,0,4,0,Walker,0,0,8480267,-3,0,0.0,C,0,0,20232024,0,0,0.0,R,3,Sammy Walker,MIN,561.75,1,1.6,,0,,0,0,0.0,2,3.2,0,,0,0,0,1,1,1,0,0.0,5
0,0,0,,0,1,0,Kemp,0,0,8480274,0,0,0.0,D,0,0,20232024,0,0,,R,0,Phil Kemp,EDM,123.0,0,0.0,,0,,0,0,0.0,0,0.0,0,,0,0,0,0,0,0,0,0.0,0
7,12,19,0.0,1,82,14,Toropchenko,0,30,8480281,-3,21,0.25609,R,0,0,20232024,2,2,0.1228,L,114,Alexey Toropchenko,STL,751.317,55,3.21,0.0,1,1.0,5,13,0.75,165,9.64,0,,0,1,0,31,32,33,21,1.22,179
7,11,17,0.46268,3,80,11,Barron,0,23,8480289,10,18,0.225,C,0,1,20232024,0,0,0.11702,L,94,Morgan Barron,WPG,629.8125,45,3.21,0.0,2,2.0,1,10,0.71,122,8.71,0,,0,4,1,22,27,28,26,1.85,149
1,1,2,,0,14,1,Meyer,0,2,8480292,-2,2,0.14285,R,0,0,20232024,0,0,0.1,R,10,Carson Meyer,CBJ,547.2857,2,0.93,0.0,0,0.0,0,2,0.93,37,17.38,0,,1,0,0,4,5,8,4,1.87,23
0,0,0,,0,2,0,Hutton,0,0,8480306,1,0,0.0,D,0,0,20232024,0,0,,R,0,Grant Hutton,NYI,526.0,1,3.42,,0,,0,0,0.0,4,13.68,0,,0,0,0,1,1,0,0,0.0,1
19,8,25,,1,81,10,Walker,0,50,8480336,11,29,0.35802,D,0,1,20232024,2,3,0.06666,R,150,Sean Walker,"PHI,COL",1153.9012,127,4.89,0.0,0,0.0,3,25,0.96,118,4.54,1,,2,4,0,49,56,105,41,1.57,311
5,5,10,0.54441,0,63,5,Kastelic,0,63,8480355,-5,10,0.15873,C,0,0,20232024,0,0,0.08333,R,60,Mark Kastelic,OTT,463.4603,31,3.82,0.0,0,0.0,1,15,1.84,126,15.53,0,,1,1,0,15,17,13,13,1.6,90
32,6,25,,1,76,9,Durzi,0,63,8480434,-1,41,0.53947,D,3,16,20232024,0,0,0.06338,R,142,Sean Durzi,ARI,1363.171,160,5.55,1.0,1,2.0,1,67,2.32,44,1.52,0,,2,7,4,48,61,134,22,0.76,337
1,2,3,0.0,0,11,2,Fix-Wolansky,0,2,8480441,0,3,0.27272,R,0,0,20232024,0,0,0.11764,R,17,Trey Fix-Wolansky,CBJ,659.2727,6,2.97,0.0,0,0.0,0,2,0.99,11,5.46,0,,0,0,0,11,11,11,2,0.99,39
10,6,15,0.23913,0,80,8,Kelly,0,30,8480448,-8,18,0.225,C,0,0,20232024,2,3,0.09302,L,86,Parker Kelly,OTT,702.4,67,4.29,0.0,2,2.0,0,20,1.28,171,10.95,0,,3,6,1,30,40,53,34,2.17,179
15,12,24,0.49336,3,67,14,Suter,0,16,8480459,17,29,0.43283,C,2,5,20232024,0,0,0.13333,L,105,Pius Suter,VAN,929.7014,23,1.32,0.0,0,0.0,2,7,0.4,54,3.12,0,,1,6,1,33,41,44,31,1.79,190
1,2,3,0.50625,0,31,2,Hamblin,0,0,8480468,3,3,0.09677,L,0,0,20232024,0,0,0.11111,L,18,James Hamblin,EDM,475.4838,21,5.12,0.0,0,0.0,0,6,1.46,14,3.41,0,,1,0,0,8,9,11,7,1.7,38
12,2,13,,1,61,2,Whitecloud,0,32,8480727,-3,14,0.2295,D,0,0,20232024,0,1,0.03921,R,51,Zach Whitecloud,VGK,1055.0,105,5.87,0.0,0,0.0,1,23,1.28,129,7.21,1,,2,0,0,25,28,62,18,1.0,141
17,10,27,0.48387,2,68,10,Sherwood,0,41,8480748,17,27,0.39705,L,0,0,20232024,0,0,0.0909,R,110,Kiefer Sherwood,NSH,730.1911,22,1.59,1.0,0,1.0,3,18,1.3,234,16.96,1,,0,4,2,49,56,51,35,2.53,217
7,3,10,0.5,1,47,3,Robinson,0,19,8480762,-3,10,0.21276,L,0,0,20232024,0,0,0.04918,L,61,Eric Robinson,"CBJ,BUF",679.9148,11,1.23,0.0,0,0.0,0,4,0.45,94,10.58,0,,0,3,2,26,31,37,12,1.35,129
1,1,2,,0,9,2,Rempal,0,4,8480776,-2,3,0.33333,R,1,1,20232024,0,0,0.125,R,16,Sheldon Rempal,VGK,598.3333,3,2.0,0.0,0,0.0,1,0,0.0,0,0.0,0,,0,1,0,3,4,2,2,1.33,22
4,1,4,0.41666,0,32,2,Wahlstrom,0,8,8480789,-6,6,0.1875,R,1,2,20232024,0,0,0.04878,R,41,Oliver Wahlstrom,NYI,664.2187,22,3.72,0.0,0,0.0,0,10,1.69,35,5.92,2,,2,1,0,8,13,28,10,1.69,82
13,3,15,,0,66,3,Fehervary,0,24,8480796,-7,16,0.24242,D,0,0,20232024,0,1,0.04918,L,61,Martin Fehervary,WSH,1177.8636,109,5.04,2.0,0,2.0,1,14,0.64,188,8.7,0,,1,0,0,24,25,53,8,0.37,139
28,20,43,0.375,2,82,22,Farabee,1,37,8480797,-13,50,0.60975,L,2,7,20232024,0,0,0.12087,L,182,Joel Farabee,PHI,971.1829,50,2.26,0.0,1,1.0,6,28,1.26,67,3.02,0,,3,4,2,58,67,58,28,1.26,307
36,12,35,0.4635,3,75,18,Kurashev,1,23,8480798,-44,54,0.72,C,6,19,20232024,0,0,0.14062,L,128,Philipp Kurashev,CHI,1141.1066,48,2.01,1.0,1,2.0,2,28,1.17,27,1.13,0,,4,5,1,59,69,83,43,1.8,280
75,12,54,,2,82,17,Hughes,1,38,8480800,38,92,1.12195,D,5,38,20232024,0,0,0.08542,L,199,Quinn Hughes,VAN,1481.0975,55,1.63,1.0,1,2.0,6,52,1.54,29,0.85,2,,4,2,1,90,99,242,43,1.27,540
37,25,52,0.52631,2,81,37,Tkachuk,1,134,8480801,1,74,0.91358,L,12,22,20232024,0,0,0.10364,L,357,Brady Tkachuk,OTT,1148.5308,34,1.31,1.0,1,2.0,6,49,1.89,294,11.37,3,,3,17,1,104,128,89,48,1.85,574
18,12,27,0.50835,3,81,12,McLeod,0,10,8480802,10,30,0.37037,C,0,1,20232024,0,2,0.1132,L,106,Ryan McLeod,EDM,854.5802,34,1.76,0.0,1,1.0,6,48,2.49,65,3.38,2,,1,2,0,49,54,36,66,3.43,196
64,10,47,,7,81,18,Bouchard,2,32,8480803,34,82,1.01234,D,8,35,20232024,0,0,0.08181,R,220,Evan Bouchard,EDM,1379.8271,105,3.38,0.0,1,1.0,2,82,2.64,71,2.28,2,,8,5,2,66,83,185,59,1.9,488
6,4,9,0.44041,0,46,5,Lundeström,0,2,8480806,-1,11,0.23913,C,0,1,20232024,1,1,0.13157,L,38,Isac Lundeström,ANA,860.4565,27,2.45,0.0,1,1.0,1,12,1.09,51,4.63,0,,0,1,0,24,25,13,19,1.72,76
6,1,7,,1,41,1,Samuelsson,0,26,8480807,4,7,0.17073,D,0,0,20232024,0,0,0.02272,L,44,Mattias Samuelsson,BUF,1230.0,87,6.21,1.0,0,1.0,0,24,1.71,106,7.56,0,,0,1,0,16,17,32,8,0.57,93
16,9,22,0.49035,1,80,12,Veleno,0,25,8480813,-16,28,0.35,C,3,5,20232024,0,1,0.13953,L,86,Joseph Veleno,DET,837.3875,35,1.88,1.0,0,1.0,2,13,0.69,108,5.8,0,,2,3,2,39,46,36,23,1.23,168
